label,text,char_count,word_count,clean_text,target
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",168,31,im actor work work evening sleep late since im unemployed moment always sleep late youre unemployed every day saturday,0
ham,I was gonna ask you lol but i think its at 7,44,12,gon na ask lol think,0
ham,Come to medical college at 7pm ......forward it da,50,9,come medical college pm forward da,0
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",415,88,didnt mean post wrote like many time ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed,0
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,157,34,text meet someone sexy today u find date even flirt u join p reply name age eg sam msg recdthirtyeight penny,1
ham,I'm really sorry I lit your hair on fire,40,9,im really sorry lit hair fire,0
ham,Nt yet chikku..simple habba..hw abt u?,38,6,nt yet chikkusimple habbahw abt u,0
ham,"Received, understood n acted upon!",34,5,received understood n acted upon,0
ham,ARR birthday today:) i wish him to get more oscar.,50,10,arr birthday today wish get oscar,0
ham,"Yeah probably, I still gotta check out with leo",47,9,yeah probably still got ta check leo,0
ham,"IÛ÷ll leave around four, ok?",29,5,iû÷ll leave around four ok,0
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,87,18,aah cuddle would lush id need lot tea soup kind fumbling,0
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,147,30,trip ok quite tiring lor uni start today ok co im taking module jus concentrating final yr project,0
ham,Where r e meeting tmr?,22,5,r e meeting tmr,0
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",44,7,k wait chikkuil send aftr ltgt min,0
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,84,22,u ask next sat make im ok lor,0
ham,WHO ARE YOU SEEING?,19,4,seeing,0
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",148,33,somewhr someone surely made u god decided perfect time make u meet dat person till den enjoy ur crush,0
ham,Now am free call me pa.,23,6,free call pa,0
ham,"Oh... Icic... K lor, den meet other day...",42,8,oh icic k lor den meet day,0
ham,Hmmm:)how many players selected?,32,4,hmmmhow many player selected,0
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",155,34,cool shall go see go tip anyway home got something drop later let go town tonight maybe mum take u,0
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",69,12,cash prize claim call,1
ham,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,69,16,esplanade ì mind giving lift co got car today,0
ham,Pls i wont belive god.not only jesus.,37,7,pls wont belive godnot jesus,0
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,128,27,ok im sure time finish tomorrow wan na spend evening co would vewy vewy lubly love xxx,0
ham,Hi. Hope you had a good day. Have a better night.,49,11,hi hope good day better night,0
ham,Why i come in between you people,32,7,come people,0
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,71,18,ok bus come soon come otherwise tomorrow,0
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,142,30,hi im relaxing time ever get every day party good night get home tomorrow ish,0
ham,Okay... I booked all already... Including the one at bugis.,59,10,okay booked already including one bugis,0
ham,No dear i was sleeping :-P,26,6,dear sleeping p,0
ham,Go where n buy? Juz buy when we get there lar.,46,11,go n buy juz buy get lar,0
ham,Yes:)sura in sun tv.:)lol.,26,4,yessura sun tvlol,0
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",124,18,dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakrid,0
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,161,24,congratulation ur awarded either yr supply cd virgin record mystery gift guaranteed call tscs å£ pm approx min,1
ham,"Yes, princess. Toledo.",22,3,yes princess toledo,0
ham,We're on the opposite side from where we dropped you off,56,11,opposite side dropped,0
ham,I dled 3d its very imp,22,6,dled imp,0
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,73,12,receiving week triple echo ringtone shortly enjoy,1
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",85,17,hello got st andrewsboy long way cold keep posted,0
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",90,16,peteis phone still jenny college leannewhat,0
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",109,18,free ring tone text polys every week get new tone yr å£ wk,1
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",137,25,someone u know asked dating service contact cant guess call revealed pobox xy p,1
ham,"Just sent again. Do you scream and moan in bed, princess?",57,11,sent scream moan bed princess,0
ham,Ofcourse I also upload some songs,33,6,ofcourse also upload song,0
ham,Enjoy urself tmr...,19,3,enjoy urself tmr,0
ham,Gudnite....tc...practice going on,33,3,gudnitetcpractice going,0
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,118,16,hope enjoyed new content text stop unsubscribe help p provided tone youcouk,1
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,66,13,arent next ltgt hour imma flip shit,0
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,113,20,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas,0
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,120,20,great news call freefone claim guaranteed å£ cash å£ gift speak live operator,1
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,148,19,ur awarded city break could win å£ summer shopping spree every wk txt store skilgmetscs winawkage å£ perwksub,1
ham,Headin towards busetop,22,3,headin towards busetop,0
ham,Yes when is the appt again?,27,6,yes appt,0
ham,If you're not in my car in an hour and a half I'm going apeshit,63,15,youre car hour half im going apeshit,0
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,91,18,hows feel mr real valentine yo valentine even tho u hardly play,0
ham,Hi my email address has changed now it is ,42,9,hi email address changed,0
ham,No. Yes please. Been swimming?,30,5,yes please swimming,0
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,245,45,drama plsi enough family struggling hot sun strange placeno reason ego going invited actually necessity gowait serious reppurcussions,0
ham,From here after The performance award is calculated every two month.not for current one month period..,102,16,performance award calculated every two monthnot current one month period,0
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",83,16,dont anybodys number still havent thought tactful way ask alex,0
ham,You got called a tool?,22,5,got called tool,0
ham,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there.",92,19,think iû÷m waiting bus inform get ever get,0
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",155,25,urgent mobile awarded å£ bonus caller prize nd attempt contact call box qu,1
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",115,22,u sound like manky scouse boy stevelike travelling da bus homewot u inmind recreation dis eve,0
ham,1 in cbe. 2 in chennai.,23,6,cbe chennai,0
ham,Nope i'm not drivin... I neva develop da photos lei...,54,10,nope im drivin neva develop da photo lei,0
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,65,12,haha cant tmr forfeit haha,0
ham,Is avatar supposed to have subtoitles,37,6,avatar supposed subtoitles,0
ham,Pls accept me for one day. Or am begging you change the number.,63,13,pls accept one day begging change number,0
ham,Lol enjoy role playing much?,28,5,lol enjoy role playing much,0
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,103,20,eek thats lot time especially since american pie like minute long cant stop singing,0
ham,K I'll be sure to get up before noon and see what's what,56,13,k ill sure get noon see whats,0
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",107,23,lot used one babe model doesnt help youi bring hell match,0
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",98,17,sorry light turned green meant another friend wanted ltgt worth may around,0
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,77,15,ok said ive got wisdom teeth hidden inside n mayb need remove,0
ham,Just now saw your message.it k da:),35,7,saw messageit k da,0
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",154,29,time n smile r two crucial thing life sometimes time make u forget smile sometimes someone smile make u forget time gud noon,0
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,105,25,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale,0
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",82,18,sweet may may go u meet carlos gauge patty interest,0
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,96,13,link picture sent also use,1
ham,When you came to hostel.,24,5,came hostel,0
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",156,23,thanks ringtone order reference number x mobile charged tone arrive please call customer service,1
ham,"I'm in a meeting, call me later at",34,8,im meeting call later,0
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",133,27,langport sorry ill probably bed pm suck ill xmas go sri lanka,0
ham,Good evening! this is roger. How are you?,41,8,good evening roger,0
ham,I'm fine. Hope you are good. Do take care.,42,9,im fine hope good take care,0
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,73,16,purchase stuff today mail po box number,0
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,172,36,unfortunately ive found pick sister airport evening dont think ill going try go one th,0
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,104,20,anything specific regard jaklin idk fuck,0
ham,I'm in a movie. Call me 4 wat?,30,8,im movie call wat,0
ham,"Not much, just some textin'. How bout you?",42,8,much textin bout,0
ham,Where are the garage keys? They aren't on the bookshelf,55,10,garage key arent bookshelf,0
ham,Do you work all this week ?,27,7,work week,0
ham,You didnt complete your gist oh.,32,6,didnt complete gist oh,0
ham,Anything lor... U decide...,27,4,anything lor u decide,0
ham,"Some friends want me to drive em someplace, probably take a while",65,12,friend want drive em someplace probably take,0
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",94,18,doesnt make sense take unless free need know wikipediacom,0
ham,Shall call now dear having food,31,6,shall call dear food,0
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",300,57,guess thats worried must know there way body repair im quite sure shouldnt worry well take slow first test guide ovulation relax nothing youve said reason worry ill keep followin,0
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? ,74,15,ìï eatin later im eatin wif frens lei ìï going home first,0
ham,Yes see ya not on the dot,25,7,yes see ya dot,0
ham,Send me the new number,22,5,send new number,0
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,87,16,sorry dai thought calling lot timeslil busyi call noon,0
ham,"Nah can't help you there, I've never had an iphone",50,10,nah cant help ive never iphone,0
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",137,30,u meet ur dream partner soon ur career flyng start find free txt horo followed ur star sign e g horo aries,1
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,156,29,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd p optout txt stop reply date,1
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,159,39,hi juan im coming home fri hey course expect welcome party lot present ill phone u get back load love nicky x x x x x x x x x,0
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,153,26,dear dave final notice collect tenerife holiday cash award call landline tc sae box cw wx ppm,1
ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,119,13,hi babe uawakefeellikw shitjustfound via aletter thatmum gotmarried thnovbehind ourbacks åð fuckinniceselfish,0
ham,Does daddy have a bb now.,25,6,daddy bb,0
ham,Have your lunch and come quickly and open the door:),52,10,lunch come quickly open door,0
ham,"whatever, im pretty pissed off.",31,5,whatever im pretty pissed,0
ham,Lol no ouch but wish i'd stayed out a bit longer,48,11,lol ouch wish id stayed bit longer,0
ham,Thank you princess! You are so sexy...,38,7,thank princess sexy,0
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,53,14,oh yes speak txt u hmm u get email,0
ham,"So check your errors and if you had difficulties, do correction.",64,11,check error difficulty correction,0
ham,Dare i ask... Any luck with sorting out the car?,48,10,dare ask luck sorting car,0
ham,"Ok da, i already planned. I wil pick you.",41,9,ok da already planned wil pick,0
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",138,24,themob check newest selection content game tone gossip babe sport keep mobile fit funky text wap,1
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",153,30,ditto wont worry saying anything anymore like said last night whatever want ill peace,0
ham,So what do you guys do.,23,6,guy,0
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",161,30,wan win meetgreet westlife u currently tour unbreakable untamed unkempt text cost p std text,1
ham,"I'm not coming over, do whatever you want",41,8,im coming whatever want,0
ham,"That's fine, I'll bitch at you about it later then",50,10,thats fine ill bitch later,0
ham,That's significant but dont worry.,34,5,thats significant dont worry,0
ham,"Ok omw now, you at castor?",26,6,ok omw castor,0
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,82,18,help u swoop picking u wherever ur bird r meeting u want,0
ham,Tell rob to mack his gf in the theater,38,9,tell rob mack gf theater,0
ham,Lmao but its so fun...,22,5,lmao fun,0
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",88,15,hmm many unfortunately pic obviously arent hot cake kinda fun tho,0
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",142,27,symptom u love u like listening song u get stopped u see name beloved u wont get angry,0
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,121,20,hi yijue regarding textbook intro algorithm second edition im selling,0
ham,"Aight that'll work, thanks",26,4,aight thatll work thanks,0
ham,There is no sense in my foot and penis.,39,9,sense foot penis,0
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,100,25,aiyo co sm ì ì neva reply wait ì reply lar tot ì havent finish ur lab wat,0
ham,Ambrith..madurai..met u in arun dha marrge..remembr?,52,6,ambrithmaduraimet u arun dha marrgeremembr,0
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",150,35,oh half hour much longer syria canada eh wow must get much work done day u extra time grin,0
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",105,21,bloody hell cant believe forgot surname mr ill give u clue spanish begin,0
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,113,23,hey dont forget mine possession property mmm childish smile,0
ham,Are u awake? Is there snow there?,33,7,u awake snow,0
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,71,15,yun ahnow ì wkg wherebtw ì go nu sc ìï wana specialise wad,0
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",148,30,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good,0
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,93,20,mark work tomorrow get work house meet u afterwards,0
ham,No way I'm going back there!,28,6,way im going back,0
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",173,30,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,1
ham,Can Ì_ all decide faster cos my sis going home liao..,53,11,ì decide faster co si going home liao,0
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,146,31,hello boytoy geeee im missing today like send tm remind im thinking loved loving kiss,0
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,75,14,happy birthday may u find ur prince charming soon n dun work hard,0
ham,"What part of \don't initiate\"" don't you understand""",52,8,part dont initiate dont understand,0
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,51,12,dunno da next show aft toa payoh got,0
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,92,17,lol grr mom taking forever prescription pharmacy like minute away ugh,0
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...,63,12,yar lor actually quite fast co da ge slow wat haha,0
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.,54,11,ltgt k oh send home sale,0
ham,Try neva mate!!,15,3,try neva mate,0
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,83,15,alright thanks advice enjoy night ima try get sleep,0
ham,Po de :-):):-):-):-). No need job aha.,38,7,po de need job aha,0
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,104,22,let know detail fri u find co im tom fri mentionned chinese thanks,0
ham,All e best 4 ur exam later.,27,7,e best ur exam later,0
ham,"Cool, I'll text you in a few",28,7,cool ill text,0
ham,How are you doing. How's the queen. Are you going for the royal wedding,71,14,hows queen going royal wedding,0
ham,Company is very good.environment is terrific and food is really nice:),70,11,company goodenvironment terrific food really nice,0
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,269,52,height confidence aeronautics professor wer calld amp wer askd sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt didnt move saidif made student,0
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",129,29,hello boytoy geeee miss already woke wish bed cuddling love,0
ham,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b,58,13,fine thatåõs way u feel thatåõs way gota b,0
ham,Huh but i cant go 2 ur house empty handed right?,48,11,huh cant go ur house empty handed right,0
ham,Hi. I'm always online on yahoo and would like to chat with you someday,70,14,hi im always online yahoo would like chat someday,0
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,155,27,registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone,0
ham,K:)k:)good:)study well.,23,2,kkgoodstudy well,0
ham,Wow v v impressed. Have funs shopping!,38,7,wow v v impressed fun shopping,0
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,158,28,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,1
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",145,23,living simple loving also simple laughing simple winning tooo simple simple difficult,0
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,129,25,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas,0
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,140,28,someone smoke every time ive smoked last two week calling texting wanted smoke,0
ham,Can you say what happen,23,5,say happen,0
ham,Was playng 9 doors game and gt racing on phone lol,50,11,playng door game gt racing phone lol,0
ham,It is a good thing I'm now getting the connection to bw,55,12,good thing im getting connection bw,0
ham,Nope watching tv at home... Not going out. V bored...,53,10,nope watching tv home going v bored,0
ham,Taka lor. Wat time u wan 2 come n look 4 us?,44,12,taka lor wat time u wan come n look u,0
ham,So wat's da decision?,21,4,wats da decision,0
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,147,26,win year supply cd store ur choice worth å£ enter å£ weekly draw txt music tscs,1
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",87,18,know wot people wear shirt jumper hat belt know r cribbs,0
ham,"Not really dude, have no friends i'm afraid :(",46,9,really dude friend im afraid,0
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,257,46,left vague said would inform person accounting delayed rent discus housing agency renting another place checking online place around usc ltgt,0
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,95,20,thanx day u r goodmate think ur rite sary asusual u cheered love u franyxxxxx,0
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",108,18,dear heroi leaving qatar tonite apt opportunitypls keep touch ltemailgt kerala,0
ham,S:)8 min to go for lunch:),26,6,min go lunch,0
ham,So are you guys asking that i get that slippers again or its gone with last year,80,17,guy asking get slipper gone last year,0
ham,I've told you everything will stop. Just dont let her get dehydrated.,69,12,ive told everything stop dont let get dehydrated,0
ham,Is there any training tomorrow?,31,5,training tomorrow,0
ham,Pls speak with me. I wont ask anything other then you friendship.,65,12,pls speak wont ask anything friendship,0
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,160,33,heard u call rude chat private line cum wan c pic gettin shagged text pix end send stop sam xxx,1
ham,Sorry i'm not free...,21,4,sorry im free,0
ham,No that just means you have a fat head,38,9,mean fat head,0
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,86,17,sure since parent working tuesday dont really need cover story,0
ham,I will be gentle princess! We will make sweet gentle love...,60,11,gentle princess make sweet gentle love,0
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,82,17,pls go ahead watt wanted sure great weekend abiola,0
ham,Jesus armand really is trying to tell everybody he can find,59,11,jesus armand really trying tell everybody find,0
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",85,20,found diff farm shop buy cheese way back call,0
spam,You have 1 new message. Please call 08715205273,47,8,new message please call,1
ham,I will once i get home,22,6,get home,0
ham,Yo guess what I just dropped,28,6,yo guess dropped,0
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,78,14,moneyas youmoney aint thinghow sha,0
ham,That's one of the issues but california is okay. No snow so its manageable,74,14,thats one issue california okay snow manageable,0
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,66,12,im okay chasing dream whats good next,0
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,70,14,hey something came last min think wun signing tmr hee,0
ham,Please tell me you have some of that special stock you were talking about,73,14,please tell special stock talking,0
ham,"Excellent, I'll see what riley's plans are",42,7,excellent ill see riley plan,0
ham,"I dont knw pa, i just drink milk..",34,8,dont knw pa drink milk,0
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",172,34,cant believe said many thing morning really wanted say good morning love beautiful morning see library later,0
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,112,28,dunno juz askin co got card got salon called hair sense tot da one ì cut ur hair,0
ham,Same. Wana plan a trip sometme then,35,7,wana plan trip sometme,0
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",78,16,oh really perform write paper go movie home midnight huh,0
ham,That day you asked about anand number. Why:-),45,8,day asked anand number,0
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",107,20,sorry earlier putting firesare around talk actually life lol,0
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",101,21,hi hope ur day good back walk table booked half eight let know ur coming,0
ham,R u still working now?,22,5,r u still working,0
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,139,27,thanks continued support question week enter u draw å£ cash name new u president txt an,1
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,109,6,free msg ringtonefrom widelivecomindex wmlid b ecef ff firsttrue jul,1
ham,Even if he my friend he is a priest call him now,48,12,even friend priest call,0
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",153,29,free game get rayman golf free game arcade st get ur game setting reply post save activ press key arcade termsapply,1
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,153,28,sport fan get latest sport news str ur mobile wk free plus free tone txt sport norm txt p,1
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,85,17,lol dont know awesome phone could click delete right want,0
ham,Mm i had my food da from out,28,8,mm food da,0
spam,08714712388 between 10am-7pm Cost 10p,37,5,pm cost p,1
ham,Hello which the site to download songs its urgent pls,53,10,hello site download song urgent pls,0
ham,Hi' Test on  &lt;#&gt; rd ....,30,6,hi test ltgt rd,0
ham,Ok which your another number,28,5,ok another number,0
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,80,17,mind ask happened dont say uncomfortable,0
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",82,16,get class bsn like ltgt minute know advising,0
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),67,13,ball moving lotwill spin last difficult bat,0
